1.056141709579000061e-05 2.722951276867861452e+03 2.042431727682213022e+03 2.042431777712063877e+03 1.981876270031822742e+03 1.981876270031822742e+03 1.981876270031822742e+03 2.042149447892365060e+03 3.878728784341779829e+04 2.725345977827135357e+03 -4.084863555522992101e+03 -8.540250850520360038e-01 4.556671427831600951e+00 -1.099868188412066921e-03
1.329603636645000006e-05 3.427776268452712884e+03 2.571267697740736821e+03 2.571267797640794470e+03 2.494956347692802410e+03 2.494956347692802410e+03 2.494956347692802410e+03 2.570911992693836964e+03 3.081104775714700372e+04 2.166301503245988897e+03 -5.142535595203080447e+03 -1.075152955390268561e+00 5.736321804904418897e+00 -1.384661471962074161e-03
1.673871805787000120e-05 4.314883121553021738e+03 3.237031240275852269e+03 3.237031439408100596e+03 3.140808220563839313e+03 3.140808220563839313e+03 3.140808220563839313e+03 3.236582764031322768e+03 2.447559033262841331e+04 1.722534474090285357e+03 -6.474062878816201192e+03 -1.353535530270607135e+00 7.221413361042499091e+00 -1.743246113763934416e-03
2.107279752391000104e-05 5.431255071724277514e+03 4.075174889536118371e+03 4.075175286760958898e+03 3.953732587314795182e+03 3.953732587314795182e+03 3.953732587314795182e+03 4.074608954789927338e+03 1.944357481101996382e+04 1.370614308393978718e+03 -8.150350573571507994e+03 -1.703996590528412680e+00 9.090730354373308231e+00 -2.194711618174579465e-03
2.652908030043999967e-05 6.835827479999582465e+03 5.130329261023360232e+03 5.130330053619354658e+03 4.976834580243270466e+03 4.976834580243270466e+03 4.976834580243270466e+03 5.129614124915722641e+03 1.544699158415999591e+04 1.091631032794436123e+03 -1.026066010723879663e+04 -2.145197256476782499e+00 1.144359727630115486e+01 -2.763069678587773154e-03
3.339813334175000296e-05 8.602370734585632817e+03 6.458678002342965556e+03 6.458679583800445471e+03 6.264226990043114711e+03 6.264226990043114711e+03 6.264226990043114711e+03 6.457772380314666407e+03 1.227300918184292277e+04 8.707370712990617676e+02 -1.291735916728820666e+04 -2.700628677665701805e+00 1.440477008350850241e+01 -3.478926023096933894e-03
4.204575877041999790e-05 1.082290943671868990e+04 8.130946235735037590e+03 8.130949390133957422e+03 7.883728053131462730e+03 7.883728053131462730e+03 7.883728053131462730e+03 8.129795516689086071e+03 9.752614488643957884e+03 6.962539894202437836e+02 -1.626189878026791484e+04 -3.399860810059456728e+00 1.813082706321579352e+01 -4.380237281729116965e-03
5.293247417425000248e-05 1.361160849070259064e+04 1.023615981457399539e+04 1.023616610616447542e+04 9.920106536056864570e+03 9.920106536056864570e+03 9.920106536056864570e+03 1.023468999273916052e+04 7.751579843205901852e+03 5.588496189257365359e+02 -2.047233221232895085e+04 -4.280112811238383053e+00 2.281794477656764997e+01 -5.515599730216333950e-03
6.663803684710000493e-05 1.710883448745169881e+04 1.288637215295375245e+04 1.288638470020290333e+04 1.247886652729249727e+04 1.247886652729249727e+04 1.247886652729249727e+04 1.288447959606627228e+04 6.163339668719985639e+03 4.512031531220360421e+02 -2.577276940024895885e+04 -5.388226383807743325e+00 2.871130904049845256e+01 -6.946069867228989170e-03
8.389231797889000670e-05 2.148462205912971331e+04 1.622260327369172410e+04 1.622262828823825657e+04 1.569041576326311588e+04 1.569041576326311588e+04 1.569041576326311588e+04 1.622013670323870247e+04 4.903302517988322506e+03 3.675665337289067907e+02 -3.244525657672547823e+04 -6.783143018613777997e+00 3.611589849266531616e+01 -8.749320278746921045e-03
1.056141709578999993e-04 2.693978909167614984e+04 2.042229347146412329e+04 2.042234331741099959e+04 1.971413386295757664e+04 1.971413386295757664e+04 1.971413386295757664e+04 2.041902111580485507e+04 3.904358256375655401e+03 3.034917446861724670e+02 -4.084468663581062719e+04 -8.539008492748068946e+00 4.540842756739237274e+01 -1.102417617766597753e-02
1.329603636644999904e-04 3.370097300354002800e+04 2.570864091158764495e+04 2.570874016372354163e+04 2.474117403097321585e+04 2.474117403097321585e+04 2.474117403097321585e+04 2.570418918528415816e+04 3.113279424041496441e+03 2.555445743391782685e+02 -5.141748032666178915e+04 -1.074905316540137079e+01 5.704872186628349340e+01 -1.389734387598518840e-02
1.673871805787000120e-04 4.200203640939245088e+04 3.236226567175793025e+04 3.236246306221290070e+04 3.099346584672506651e+04 3.099346584672506651e+04 3.099346584672506651e+04 3.235600307453106507e+04 2.487881265303527925e+03 2.211358578262171477e+02 -6.472492612442580139e+04 -1.353042178964843778e+01 7.158709143122797514e+01 -1.753261997154329302e-02
2.107279752390999968e-04 5.203715007884718943e+04 4.073571344730845158e+04 4.073610528117126523e+04 3.871375949911722273e+04 3.871375949911722273e+04 3.871375949911722273e+04 4.072652976405896334e+04 1.994744862649625929e+03 1.983465044853843153e+02 -8.147221056184737245e+04 -1.703014589816433855e+01 8.965993034945456941e+01 -2.214483296047197250e-02
2.652908030044000103e-04 6.385829740273435891e+04 5.127136036176377092e+04 5.127213583763048518e+04 4.813674907958084077e+04 4.813674907958084077e+04 4.813674907958084077e+04 5.125724891047953133e+04 1.607395689363352403e+03 1.858413376709839042e+02 -1.025442716721112520e+05 -2.143245343967206296e+01 1.119580001644415717e+02 -2.801969663951033029e-02
3.339813334175000025e-04 7.717024396491539665e+04 6.452326407638882665e+04 6.452479150229464722e+04 5.942323634525477246e+04 5.942323634525477246e+04 5.942323634525477246e+04 6.450054518913206266e+04 1.304777095081299876e+03 1.826671021085274447e+02 -1.290495830014625535e+05 -2.696757401622680916e+01 1.391368191918379296e+02 -3.554447437893497319e-02
4.204575877041999790e-04 9.095275890668090142e+04 8.118334955501617515e+04 8.118633556943931035e+04 7.252787835745642951e+04 7.252787835745642951e+04 7.252787835745642951e+04 8.114527832996789948e+04 1.069949906609473828e+03 1.881025815599451789e+02 -1.623726711363956274e+05 -3.392209349054071765e+01 1.716139890376018684e+02 -4.525036230370303725e-02
5.293247417424999570e-04 1.028389973512691940e+05 1.021118982467958849e+05 1.021176663955915719e+05 8.696201226866312209e+04 8.696201226866312209e+04 8.696201226866312209e+04 1.020463337975957984e+05 8.888557621446203711e+02 2.013832852332413665e+02 -2.042353327911831439e+05 -4.265071490120551090e+01 2.091617088530268802e+02 -5.786046557603031354e-02
6.663803684709999680e-04 1.082960818597987818e+05 1.283714689845056710e+05 1.283824035117472667e+05 1.014321647806403344e+05 1.014321647806403344e+05 1.014321647806403344e+05 1.282574845457495830e+05 7.490169393394828603e+02 2.212100048912961654e+02 -2.567648070250620658e+05 -5.358904969914186722e+01 2.501681438765147334e+02 -7.430050769195881144e-02
8.389231797889000128e-04 1.001475020428499702e+05 1.612620751484955836e+05 1.612821969154717517e+05 1.134611795670030551e+05 1.134611795670030551e+05 1.134611795670030551e+05 1.610665582566030498e+05 6.381110471136809110e+02 2.449602964426578353e+02 -3.225643938284560572e+05 -6.726712249013503708e+01 2.904772690641304962e+02 -9.551724854003232346e-02
1.056141709578999966e-03 7.031319558903737925e+04 2.023541263831874239e+05 2.023894720675489807e+05 1.195045090707901545e+05 1.195045090707901545e+05 1.195045090707901545e+05 2.020330263951471716e+05 5.426830356451660009e+02 2.675155259990390277e+02 -4.047789441252097022e+05 -8.432461322644699919e+01 3.220263520339738079e+02 -1.216826397552860373e-01
1.329603636644999904e-03 1.775641209691851327e+04 2.535160445982665988e+05 2.535738274285906518e+05 1.169007224396292586e+05 1.169007224396292586e+05 1.169007224396292586e+05 2.530319035256086499e+05 4.482230413758510394e+02 2.800507776360137200e+02 -5.071476548650357872e+05 -1.055329850730992405e+02 3.325189987059353598e+02 -1.499618996502766477e-01
1.673871805787000011e-03 -3.498493337746537873e+04 3.169337161893871380e+05 3.170186674246339826e+05 1.093489154652116849e+05 1.093489154652116849e+05 1.093489154652116849e+05 3.163029582241546595e+05 3.435489271378161220e+02 2.703528378614026337e+02 -6.340373348555068951e+05 -1.318324550970820894e+02 3.093948947834925889e+02 -1.703845847578556172e-01
2.107279752390999860e-03 -3.603685230827450141e+04 3.951468106060777209e+05 3.952557062782585854e+05 1.127324663700864912e+05 1.127324663700864912e+05 1.127324663700864912e+05 3.944865424871100695e+05 2.324250525415601487e+02 2.285678006117451844e+02 -7.905114125565171707e+05 -1.643840618688477377e+02 2.521701936048680750e+02 -1.640422392627302883e-01
2.652908030044000103e-03 2.742148435637431976e+04 4.910486179754155455e+05 4.911750370114709949e+05 1.415297647958734597e+05 1.415297647958734597e+05 1.415297647958734597e+05 4.904664791635604342e+05 1.437506157757735252e+02 1.620187372999039326e+02 -9.823500740465614945e+05 -2.045257521062418391e+02 1.867971881758485893e+02 -1.198368286614841793e-01
3.339813334174999808e-03 2.979315817433411939e+04 6.077710161766012898e+05 6.079317029802401084e+05 1.635045919745279243e+05 1.635045919745279243e+05 1.635045919745279243e+05 6.070576902159095043e+05 1.058996232642690103e+02 1.060855545752967402e+02 -1.215863405991749372e+06 -2.534908264413541303e+02 1.480939007264844633e+02 -7.376303067142567227e-02
4.204575877042000115e-03 -1.424218051774458581e+04 7.483660099231541390e+05 7.485899224969095085e+05 1.405235324668464309e+05 1.405235324668464309e+05 1.405235324668464309e+05 7.473295599138742546e+05 8.949712511036324258e+01 8.600158027296411944e+01 -1.497179845018665772e+06 -3.122837205007744501e+02 1.239294633366007474e+02 -6.899648482592558862e-02
5.293247417425000004e-03 3.946276558360712079e+04 9.154668782873437740e+05 9.157561471415943233e+05 1.450758106518488494e+05 1.450758106518488494e+05 1.450758106518488494e+05 9.143006723900083452e+05 6.625144562696290507e+01 6.817155295620501931e+01 -1.831512294283188647e+06 -3.821751210491958091e+02 9.502265423444374903e+01 -4.834934272868738475e-02
6.663803684709999897e-03 1.168520509106116697e+04 1.110734566731809406e+06 1.111145854275742779e+06 1.226300180551184167e+05 1.226300180551184167e+05 1.226300180551184167e+05 1.109213655164047610e+06 5.300902548573041173e+01 5.305027674168053409e+01 -2.222291708582818042e+06 -4.638105305819121327e+02 7.566971110042004511e+01 -4.156942520708756250e-02
8.389231797889000128e-03 -1.489314715570428405e+02 1.333944100682982709e+06 1.334532248773510801e+06 1.150249375296945364e+05 1.150249375296950748e+05 1.150249375296945364e+05 1.332118679293336347e+06 4.070137352211629889e+01 4.006613159725834805e+01 -2.669064497447433881e+06 -5.571396179115230325e+02 5.840660337121784806e+01 -2.941139655579049286e-02
1.056141709578999922e-02 -5.931814782978996845e+03 1.581529923969217343e+06 1.582404898989938665e+06 5.676499708587358327e+04 5.676499708587358327e+04 5.676499708587358327e+04 1.579326660517169861e+06 3.128863412059350324e+01 3.106096468159836732e+01 -3.164809798019416165e+06 -6.606666942336199781e+02 4.489738302370182765e+01 -1.802119991706292376e-02
1.329603636644999948e-02 2.567689447447529528e+04 1.844510014694147045e+06 1.845854096660335315e+06 6.645734451976697892e+04 6.645734451976697892e+04 6.645734451976697892e+04 1.842316992905894062e+06 2.265145603885839876e+01 2.282331283011297174e+01 -3.691708193320626393e+06 -7.705685770936835297e+02 3.304156018910754256e+01 -1.659191016639130489e-02
1.673871805783999980e-02 -3.835741006688992456e+03 2.105989373714476824e+06 2.108092546904363204e+06 3.299827226938979584e+04 3.299827226938979584e+04 3.299827226938979584e+04 2.103803982990667690e+06 1.661129178700528897e+01 1.659393197245762153e+01 -4.216185093746349216e+06 -8.799368031296252184e+02 2.437683022498877961e+01 -1.142493382993618224e-02
2.107279735414999827e-02 -2.258541381459263448e+03 2.339185907200984657e+06 2.342451107125608250e+06 2.352508845961535189e+04 2.352508846011093556e+04 2.352508846011093556e+04 2.337523708140294999e+06 1.169954523727051132e+01 1.169464845987391932e+01 -4.684902214251216501e+06 -9.776284660755661662e+02 1.732470127905218504e+01 -8.410165387274742485e-03
2.652895142966999950e-02 -1.527735139682808494e+03 2.510786332752417773e+06 2.515630952373650391e+06 1.787376706720870425e+04 1.787376706720870425e+04 1.787376706720870425e+04 2.510121021472532302e+06 7.953517606153022612e+00 7.951927604164295893e+00 -5.031261904668631032e+06 -1.049686147864749728e+03 1.192960921770677984e+01 -5.811757290260424064e-03
3.338033587096000260e-02 -9.976545828227141328e+02 2.597823960443071555e+06 2.604309332945232280e+06 8.063578272275306517e+03 8.063578271962517647e+03 8.063578271962517647e+03 2.598354866643456277e+06 5.218843774816439129e+00 5.216664842318851747e+00 -5.208618665827905759e+06 -1.086426146892941460e+03 7.936598887517615886e+00 -3.955327531547501128e-03
4.145467711312000175e-02 -6.529028361349099896e+02 2.622904741427791305e+06 2.630079556581627578e+06 6.239377900926743678e+03 6.239377900926743678e+03 6.239377900901574321e+03 2.623967593138527591e+06 3.419916861586943302e+00 3.419200182241395769e+00 -5.260159113163312897e+06 -1.097069526814723531e+03 5.231882320294992006e+00 -2.619587026022785099e-03
4.826304669327000085e-02 -4.862180296780283584e+02 2.646362571519631892e+06 2.652888577419570182e+06 4.118444844731467128e+03 4.118444844709823883e+03 4.118444844731467128e+03 2.646830673331847880e+06 2.546370605909447082e+00 2.545852131477718494e+00 -5.305777154839140363e+06 -1.106729431007132689e+03 3.866712740750603228e+00 -1.896070297132542663e-03
5.320051047139000289e-02 -4.053160737640060347e+02 2.678820017577635590e+06 2.684377561798362527e+06 4.050615338032276668e+03 4.050615338012642042e+03 4.050615338012642042e+03 2.678411571144189220e+06 2.120343909550344463e+00 2.120113923485163365e+00 -5.368755123478991911e+06 -1.120072875599920735e+03 3.186148098743965207e+00 -1.551079162758772952e-03
5.727199084335000273e-02 -3.544282348768558677e+02 2.713198289890262764e+06 2.717845798572630621e+06 3.676593409604780391e+03 3.676593409623019397e+03 3.676593409623019397e+03 2.711957648024444003e+06 1.852442590565624103e+00 1.852278621018052185e+00 -5.435691597072336823e+06 -1.134230182170558237e+03 2.756346560040564775e+00 -1.348621271104600509e-03
6.090716066191999983e-02 -3.172308796852749424e+02 2.745214536348764319e+06 2.749104167698606383e+06 3.108696603684677939e+03 3.108696603667527597e+03 3.108696603667508953e+03 2.743273698945672251e+06 1.656857825084333991e+00 1.656720615216547676e+00 -5.498208335431518033e+06 -1.147434756168980812e+03 2.445316463812186925e+00 -1.176679761788940008e-03
6.429752397858000401e-02 -2.875346866747723311e+02 2.771985088301466312e+06 2.775307671287702397e+06 2.184165833861285137e+03 2.184165833861285137e+03 2.184165833861285137e+03 2.769513670114508830e+06 1.501204444878857069e+00 1.501016279309123069e+00 -5.550615342477990314e+06 -1.158490397585037272e+03 2.202123144827901502e+00 -1.061465393482889435e-03
6.754442450898000272e-02 -2.624356367461222135e+02 2.791395703607173637e+06 2.794361000720493495e+06 2.759517888158707137e+03 2.759517888158707137e+03 2.759517888158707137e+03 2.788588259331561159e+06 1.369456011669848650e+00 1.369366080463387148e+00 -5.588722001224556006e+06 -1.166518744925799865e+03 2.001363120513047988e+00 -9.639619683541373772e-04
7.070862135333999543e-02 -2.403980573759313586e+02 2.801926478766595479e+06 2.804749344274655916e+06 2.601612180719084790e+03 2.601612180719084790e+03 2.601612180733841342e+03 2.798978914439412765e+06 1.254299263623955385e+00 1.254240973413552673e+00 -5.609498688549311832e+06 -1.170886144996742587e+03 1.830251701795788222e+00 -8.767172838464410908e-04
