# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=10
# for k=1.05614e-05 to 105.723 h/Mpc,
# number of wavenumbers equal to 132
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_ncdm[1]              7:d_ncdm[2]              8:d_tot                  9:phi                   10:psi                   11:h                     12:h_prime               13:eta                   14:eta_prime          
       1.936968175541e-01      -5.867332377534e-02      -2.200042732943e+03      -2.278313145162e+03      -1.655879750100e-01      -1.655879750106e-01      -1.655879750107e-01      -2.255872741248e+03       3.548326935445e-02       3.548326832918e-02       4.556626290324e+03       1.899331924826e+00       5.919846829855e-02      -8.354420341484e-08 
       2.001742452053e-01      -5.632102338506e-02      -2.257409972408e+03      -2.335281729476e+03      -1.518227291907e-01      -1.518227291906e-01      -1.518227291905e-01      -2.312646588098e+03       3.406017456866e-02       3.406017372135e-02       4.670563458952e+03       1.947121645899e+00       5.682412167172e-02      -8.010809094835e-08 
       2.068682857650e-01      -5.371506933491e-02      -2.296703645522e+03      -2.379294207170e+03      -1.481068651637e-01      -1.481068651641e-01      -1.481068651640e-01      -2.355726735801e+03       3.248561365745e-02       3.248561286556e-02       4.758588414339e+03       1.983424042700e+00       5.419755368719e-02      -7.663506429839e-08 
       2.137862023186e-01      -5.095877362061e-02      -2.320782437547e+03      -2.412084947487e+03      -1.432835771865e-01      -1.432835771855e-01      -1.432835771861e-01      -2.387014591732e+03       3.082121260550e-02       3.082121188639e-02       4.824169894974e+03       2.009828259975e+00       5.142136807087e-02      -7.310377265590e-08 
       2.209355653615e-01      -4.824543274196e-02      -2.339460725724e+03      -2.440519180006e+03      -1.351901152355e-01      -1.351901152355e-01      -1.351901152356e-01      -2.413803173192e+03       2.918264007645e-02       2.918263943813e-02       4.881038360011e+03       2.032448814572e+00       4.868823729757e-02      -6.961060203713e-08 
       2.283243205808e-01      -4.577324489974e-02      -2.365707606003e+03      -2.473965485004e+03      -1.276501271813e-01      -1.276501271816e-01      -1.276501271817e-01      -2.445978900272e+03       2.768868597481e-02       2.768868541096e-02       4.947930970007e+03       2.059580172167e+00       4.619607950580e-02      -6.626817641576e-08 
       2.359608678984e-01      -4.365629409600e-02      -2.409631527132e+03      -2.520021219486e+03      -1.225742043966e-01      -1.225742043963e-01      -1.225742043976e-01      -2.491495490837e+03       2.640791543405e-02       2.640791492570e-02       5.040042438971e+03       2.097900389358e+00       4.405917919616e-02      -6.317087830981e-08 
       2.438541532099e-01      -4.187300163352e-02      -2.472996820495e+03      -2.580467983893e+03      -1.187012863847e-01      -1.187012863848e-01      -1.187012863849e-01      -2.552123827901e+03       2.532768004153e-02       2.532767957714e-02       5.160935967786e+03       2.148903608303e+00       4.225653319893e-02      -6.035338112588e-08 
       2.520137745675e-01      -4.027784065194e-02      -2.547292914836e+03      -2.649587808250e+03      -1.116843684153e-01      -1.116843684153e-01      -1.116843684152e-01      -2.621737317772e+03       2.436097114989e-02       2.436097074706e-02       5.299175616501e+03       2.207456856089e+00       4.064322746699e-02      -5.776597844149e-08 
       2.604501049717e-01      -3.867919369591e-02      -2.617537629934e+03      -2.716579239231e+03      -1.034861482989e-01      -1.034861482989e-01      -1.034861482992e-01      -2.688932889285e+03       2.339294324280e-02       2.339294290298e-02       5.433158478462e+03       2.263993964253e+00       3.902791556605e-02      -5.528618272913e-08 
       2.691744345125e-01      -3.694847971658e-02      -2.670964442004e+03      -2.771760315570e+03      -1.047605814544e-01      -1.047605814542e-01      -1.047605814544e-01      -2.743592445639e+03       2.234631699959e-02       2.234631666292e-02       5.543520631139e+03       2.310019243431e+00       3.728178751436e-02      -5.282940879785e-08 
       2.781991353579e-01      -3.509627011335e-02      -2.705825725526e+03      -2.813259613034e+03      -9.381458678330e-02      -9.381458678352e-02      -9.381458678371e-02      -2.783872194944e+03       2.122715130141e-02       2.122715103229e-02       5.626519226068e+03       2.343976068495e+00       3.541486953793e-02      -5.034777751525e-08 
       2.875378540949e-01      -3.325753524114e-02      -2.733568562992e+03      -2.849067311231e+03      -9.198490757108e-02      -9.198490757123e-02      -9.198490757096e-02      -2.818264075706e+03       2.011618414544e-02       2.011618388958e-02       5.698134622462e+03       2.372983476262e+00       3.356164201893e-02      -4.789854793930e-08 
       2.972057372611e-01      -3.158740274861e-02      -2.771052567635e+03      -2.891610945641e+03      -8.881660328676e-02      -8.881660328678e-02      -8.881660328681e-02      -2.859828987919e+03       1.910643481727e-02       1.910643458628e-02       5.783221891283e+03       2.408002114062e+00       3.187709727889e-02      -4.556255088836e-08 
       3.072196976637e-01      -3.014352080157e-02      -2.827482422956e+03      -2.948081669350e+03      -8.491891417252e-02      -8.491891417246e-02      -8.491891417255e-02      -2.916038879084e+03       1.823262351321e-02       1.823262330631e-02       5.896163338701e+03       2.455309382427e+00       3.041912516804e-02      -4.340963127930e-08 
       3.175987314362e-01      -2.885017259023e-02      -2.896695376905e+03      -3.014442554257e+03      -7.974810650733e-02      -7.974810650778e-02      -7.974810650790e-02      -2.982544347020e+03       1.744951495123e-02       1.744951477114e-02       6.028885108514e+03       2.511263892087e+00       2.911239423320e-02      -4.141915767101e-08 
       3.283642989312e-01      -2.757242150448e-02      -2.962363014595e+03      -3.078882436168e+03      -7.319405946278e-02      -7.319405946272e-02      -7.319405946204e-02      -3.046884809303e+03       1.667623997899e-02       1.667623982813e-02       6.157764872337e+03       2.565412146197e+00       2.782216790052e-02      -3.950926247478e-08 
       3.395407868255e-01      -2.623394637160e-02      -3.012724137310e+03      -3.132459007478e+03      -7.437213958771e-02      -7.437213958718e-02      -7.437213958770e-02      -3.099719809882e+03       1.586691526137e-02       1.586691511106e-02       6.264918014956e+03       2.609910568374e+00       2.647196418400e-02      -3.762300296511e-08 
       3.511560746806e-01      -2.487522906665e-02      -3.051915453052e+03      -3.177700999508e+03      -6.611859445445e-02      -6.611859445385e-02      -6.611859445353e-02      -3.143816754788e+03       1.504564521113e-02       1.504564509212e-02       6.355401999015e+03       2.647072838187e+00       2.510190477408e-02      -3.575814879603e-08 
       3.632422373560e-01      -2.359839828638e-02      -3.095827769506e+03      -3.226142963259e+03      -6.470589711585e-02      -6.470589711561e-02      -6.470589711585e-02      -3.191335859980e+03       1.427360884064e-02       1.427360872886e-02       6.452285926518e+03       2.687100843146e+00       2.381391336674e-02      -3.396546686809e-08 
       3.758364261870e-01      -2.245155400598e-02      -3.154546938047e+03      -3.285569937578e+03      -6.187386404670e-02      -6.187386404666e-02      -6.187386404672e-02      -3.250384944585e+03       1.357972639641e-02       1.357972629578e-02       6.571139875157e+03       2.736804655799e+00       2.265619728510e-02      -3.228078805987e-08 
       3.889819883282e-01      -2.138062585360e-02      -3.220656125797e+03      -3.350945206915e+03      -5.715145429237e-02      -5.715145429188e-02      -5.715145429237e-02      -3.315579770109e+03       1.293166537033e-02       1.293166528527e-02       6.701890413830e+03       2.791673217296e+00       2.157490506158e-02      -3.068860695339e-08 
       4.027299077170e-01      -2.030783250704e-02      -3.279628153530e+03      -3.411661153116e+03      -5.799020542222e-02      -5.799020542225e-02      -5.799020542210e-02      -3.375750864904e+03       1.228277742588e-02       1.228277734243e-02       6.823322306232e+03       2.842333919550e+00       2.049230744558e-02      -2.914426331979e-08 
       4.171406868252e-01      -1.922856356309e-02      -3.329626463820e+03      -3.466089361641e+03      -5.239162237664e-02      -5.239162237663e-02      -5.239162237766e-02      -3.429244745239e+03       1.163020411761e-02       1.163020404935e-02       6.932178723283e+03       2.887393367361e+00       1.940361842195e-02      -2.762516939132e-08 
       4.322868424944e-01      -1.819583910407e-02      -3.382624349089e+03      -3.522686920173e+03      -4.942250683111e-02      -4.942250683096e-02      -4.942250683110e-02      -3.485027345320e+03       1.100566055765e-02       1.100566049788e-02       7.045373840345e+03       2.934370640356e+00       1.836166360651e-02      -2.615602370619e-08 
       4.482562730184e-01      -1.723284618555e-02      -3.445838181446e+03      -3.587037503428e+03      -4.929605244202e-02      -4.929605244274e-02      -4.929605244178e-02      -3.548911139365e+03       1.042308622991e-02       1.042308617203e-02       7.174075006856e+03       2.988148420736e+00       1.738967829726e-02      -2.475539185809e-08 
       4.651568867844e-01      -1.630334068224e-02      -3.511486581974e+03      -3.654050057888e+03      -4.425148461379e-02      -4.425148461390e-02      -4.425148461341e-02      -3.615409525037e+03       9.860808936432e-03       9.860808890116e-03       7.308100115776e+03       3.044130656404e+00       1.645156666597e-02      -2.340702837592e-08 
       4.831231000012e-01      -1.537496132045e-02      -3.571449327574e+03      -3.717493714088e+03      -4.327430046467e-02      -4.327430046469e-02      -4.327430046533e-02      -3.678025852059e+03       9.299361415024e-03       9.299361371880e-03       7.434987428175e+03       3.096861132564e+00       1.551487608181e-02      -2.208493047765e-08 
       5.023251762537e-01      -1.447106644705e-02      -3.633426435666e+03      -3.782728795042e+03      -3.793093317128e-02      -3.793093317130e-02      -3.793093317222e-02      -3.742460197183e+03       8.752684107345e-03       8.752684074054e-03       7.565457590084e+03       3.151118552118e+00       1.460281824530e-02      -2.079293347282e-08 
       5.229830158615e-01      -1.360639374342e-02      -3.703868004306e+03      -3.855080951310e+03      -3.656841317089e-02      -3.656841317081e-02      -3.656841317079e-02      -3.814189138107e+03       8.229643249552e-03       8.229643219482e-03       7.710161902619e+03       3.211506203054e+00       1.373017363805e-02      -1.954084604711e-08 
       5.453871510273e-01      -1.275001372434e-02      -3.774452488732e+03      -3.928590717769e+03      -3.376796958087e-02      -3.376796958096e-02      -3.376796958078e-02      -3.886912637644e+03       7.711678745299e-03       7.711678719870e-03       7.857181435539e+03       3.272739433128e+00       1.286601325169e-02      -1.831321439309e-08 
       5.699318693746e-01      -1.190170877358e-02      -3.847218592626e+03      -4.004794411675e+03      -3.242685738867e-02      -3.242685738850e-02      -3.242685738874e-02      -3.962238241876e+03       7.198610136368e-03       7.198610113757e-03       8.009588823350e+03       3.336165792035e+00       1.201002400800e-02      -1.709848582524e-08 
       5.971696840738e-01      -1.106697913639e-02      -3.927870275288e+03      -4.088282602315e+03      -3.165888745778e-02      -3.165888745781e-02      -3.165888745813e-02      -4.044909015611e+03       6.693714817217e-03       6.693714796323e-03       8.176565204630e+03       3.405770232522e+00       1.116766164273e-02      -1.589606314118e-08 
       6.279053759850e-01      -1.022699093339e-02      -4.012808806309e+03      -4.176927248912e+03      -2.836847027758e-02      -2.836847027741e-02      -2.836847027737e-02      -4.132577739286e+03       6.185667639029e-03       6.185667622290e-03       8.353854497825e+03       3.479588117839e+00       1.032004786336e-02      -1.469110457567e-08 
       6.633679498247e-01      -9.378758350940e-03      -4.107525041551e+03      -4.275352925296e+03      -2.503072178587e-02      -2.503072178620e-02      -2.503072178616e-02      -4.229982900991e+03       5.672618712992e-03       5.672618700229e-03       8.550705850593e+03       3.561600858505e+00       9.464085506775e-03      -1.347159344941e-08 
       7.055469758551e-01      -8.505337226449e-03      -4.213696063955e+03      -4.385936377293e+03      -2.450083649777e-02      -2.450083649796e-02      -2.450083649839e-02      -4.339381714530e+03       5.144343221071e-03       5.144343209280e-03       8.771872754585e+03       3.653713962069e+00       8.582721510816e-03      -1.221680164605e-08 
       7.579029804361e-01      -7.588663514718e-03      -4.338276990913e+03      -4.515546942282e+03      -2.150284981297e-02      -2.150284981320e-02      -2.150284981445e-02      -4.467625892154e+03       4.589903129968e-03       4.589903121158e-03       9.031093884565e+03       3.761693647827e+00       7.657704066339e-03      -1.089910127936e-08 
       8.269888601010e-01      -6.598124472998e-03      -4.491037658866e+03      -4.674521452595e+03      -1.821598545454e-02      -1.821598545472e-02      -1.821598545460e-02      -4.624917499209e+03       3.990787663212e-03       3.990787657083e-03       9.349042905190e+03       3.894131151923e+00       6.658151373584e-03      -9.477330352896e-09 
       9.262809837710e-01      -5.493752074661e-03      -4.691199254071e+03      -4.882826756968e+03      -1.437200971363e-02      -1.437200971288e-02      -1.437200971322e-02      -4.831017426317e+03       3.322821844255e-03       3.322821840498e-03       9.765653513937e+03       4.067664677649e+00       5.543730169101e-03      -7.890205185062e-09 
       1.083286894539e+00      -4.255884827153e-03      -4.970602605276e+03      -5.173601151296e+03      -1.208164727922e-02      -1.208164727909e-02      -1.208164727925e-02      -5.118712834623e+03       2.574113760011e-03       2.574113757560e-03       1.034720230259e+04       4.309900624107e+00       4.294600238702e-03      -6.112307732829e-09 
       1.333218422436e+00      -3.021750227169e-03      -5.345599402359e+03      -5.563865073125e+03      -8.690993665486e-03      -8.690993665493e-03      -8.690993665496e-03      -5.504843438261e+03       1.827663789842e-03       1.827663788670e-03       1.112773014625e+04       4.635017902909e+00       3.049237817965e-03      -4.339887967479e-09 
       1.675633096076e+00      -2.062582664356e-03      -5.763774514787e+03      -5.999072326573e+03      -5.766804174546e-03      -5.766804174579e-03      -5.766804174658e-03      -5.935440315074e+03       1.247524347527e-03       1.247524347038e-03       1.199814465315e+04       4.997575451783e+00       2.081344693467e-03      -2.962174785251e-09 
       2.109444119725e+00      -1.397645507139e-03      -6.189741617020e+03      -6.442399546865e+03      -3.982959356878e-03      -3.982959357072e-03      -3.982959356967e-03      -6.374069557401e+03       8.453463762504e-04       8.453463760345e-04       1.288479909373e+04       5.366896486337e+00       1.410359007566e-03      -2.007228476698e-09 
       2.655632610006e+00      -9.431194574713e-04      -6.619770591988e+03      -6.889968323044e+03      -2.254275010891e-03      -2.254275010839e-03      -2.254275011222e-03      -6.816893294312e+03       5.704327573825e-04       5.704327573132e-04       1.377993664609e+04       5.739749764210e+00       9.516986551858e-04      -1.354510837822e-09 
       3.343243377022e+00      -6.340281740192e-04      -7.053172599698e+03      -7.341070407697e+03      -1.808578776256e-03      -1.808578776357e-03      -1.808578776193e-03      -7.263209491653e+03       3.834833668533e-04       3.834833668128e-04       1.468214081539e+04       6.115544514795e+00       6.397960723336e-04      -9.106515956334e-10 
       4.208894045145e+00      -4.247902797695e-04      -7.489430204361e+03      -7.795181115136e+03      -9.614049539668e-04      -9.614049532383e-04      -9.614049533048e-04      -7.712496951225e+03       2.569289051839e-04       2.569289051717e-04       1.559036223027e+04       6.493842462999e+00       4.286551811168e-04      -6.101324736318e-10 
       5.298683668983e+00      -2.837229464448e-04      -7.928020784152e+03      -8.251780129989e+03      -6.996707331094e-04      -6.996707331495e-04      -6.996707327509e-04      -8.164237346004e+03       1.716064402803e-04       1.716064402743e-04       1.650356025998e+04       6.874208119952e+00       2.863049248142e-04      -4.075399877647e-10 
       6.670647519941e+00      -1.889666630960e-04      -8.368514644971e+03      -8.710459454351e+03      -5.097934715277e-04      -5.097934712108e-04      -5.097934715949e-04      -8.618021140432e+03       1.142945483493e-04       1.142945483464e-04       1.742091890870e+04       7.256298218363e+00       1.906869434241e-04      -2.714718682563e-10 
       8.397847675975e+00      -1.255315002253e-04      -8.810564844961e+03      -9.170922942853e+03      -3.411810383030e-04      -3.411810381589e-04      -3.411810350603e-04      -9.073545622256e+03       7.592678097862e-05       7.592678097731e-05       1.834184588571e+04       7.639860449076e+00       1.266749560185e-04      -1.803826634388e-10 
       1.057226384366e+01      -8.319220565404e-05      -9.253662559586e+03      -9.632748141137e+03      -2.276975039309e-04      -2.276975038671e-04      -2.276975039713e-04      -9.530376806278e+03       5.031854007155e-05       5.031854007098e-05       1.926549628227e+04       8.024533640467e+00       8.395070355894e-05      -1.195926773956e-10 
       1.330969161298e+01      -5.501214773443e-05      -9.697442964019e+03      -1.009573174783e+04      -1.554250906287e-04      -1.554250906832e-04      -1.554250905972e-04      -9.988287182862e+03       3.327430403514e-05       3.327430403488e-05       2.019146349566e+04       8.410133209919e+00       5.551446254395e-05      -7.912771421617e-11 
       1.675590899472e+01      -3.630359505215e-05      -1.014136329116e+04      -1.055959876715e+04      -6.442160523277e-05      -6.442160537261e-05      -6.442160536245e-05      -1.044696134449e+04       2.195876682098e-05       2.195876682092e-05       2.111919753430e+04       8.796405052792e+00       3.663586579360e-05      -5.226877543796e-11 
       2.109443963117e+01      -2.391186410597e-05      -1.058466965940e+04      -1.102404007527e+04      -6.034210573448e-05      -6.034210572843e-05      -6.034210572607e-05      -1.090602238029e+04       1.446386444053e-05       1.446386444049e-05       2.204808015053e+04       9.183050616034e+00       2.413153809202e-05      -3.448046946235e-11 
       2.655632609923e+01      -1.572165205189e-05      -1.102631279103e+04      -1.148874209228e+04      -2.617559205656e-05      -2.617559192274e-05      -2.617559206147e-05      -1.136504368831e+04       9.510187210417e-06       9.510187210404e-06       2.297748418456e+04       9.569741480259e+00       1.586693834711e-05      -2.272500688636e-11 
       3.343243377022e+01      -1.031898038330e-05      -1.146462164367e+04      -1.195323709796e+04      -1.828321815361e-05      -1.828321816137e-05      -1.828321818604e-05      -1.182337248423e+04       6.242511140101e-06       6.242511140095e-06       2.390647419592e+04       9.955978252978e+00       1.041522825332e-05      -1.497258528947e-11 
       4.208894045145e+01      -6.761538997862e-06      -1.189697948602e+04      -1.241687225687e+04      -1.266103653248e-05      -1.266103652795e-05      -1.266103652687e-05      -1.228005339833e+04       4.090893802412e-06       4.090893802409e-06       2.483374451373e+04       1.034103830287e+01       6.825527433665e-06      -9.869875801630e-12 
       5.298683668983e+01      -4.423079447587e-06      -1.231941545337e+04      -1.287887430708e+04      -7.635823139920e-06      -7.635823158356e-06      -7.635823160617e-06      -1.273381927910e+04       2.676557798173e-06       2.676557798172e-06       2.575774861415e+04       1.072398727222e+01       4.465891302362e-06      -6.517524138696e-12 
       6.670647519941e+01      -2.888250601118e-06      -1.272528851698e+04      -1.333775002910e+04      -6.267810339085e-06      -6.267810348765e-06      -6.267810291911e-06      -1.318238291503e+04       1.748283492641e-06       1.748283492641e-06       2.667550005821e+04       1.110311287765e+01       2.917189954289e-06      -4.318912723840e-12 
       8.397847675975e+01      -1.882333477900e-06      -1.310425017655e+04      -1.379139797128e+04      -3.741147752337e-06      -3.741147701503e-06      -3.741147731498e-06      -1.362236952920e+04       1.139910032550e-06       1.139910032549e-06       2.758279594255e+04       1.147591443397e+01       1.902203690092e-06      -2.879379897309e-12 
       1.057226384366e+02      -1.223941706113e-06      -1.343988228383e+04      -1.423642009962e+04      -1.472859699624e-06      -1.472859692871e-06      -1.472859675103e-06      -1.404837117414e+04       7.417266238416e-07       7.417266238414e-07       2.847284019924e+04       1.183837477523e+01       1.237892726267e-06      -1.938175599482e-12 
