  0.994668E-05  0.506707E+06  0.506707E+06  0.675603E+06  0.675603E+06  0.539372E+06  0.506880E+06
  0.109829E-04  0.506707E+06  0.506707E+06  0.675602E+06  0.675601E+06  0.539372E+06  0.506880E+06
  0.121270E-04  0.506707E+06  0.506707E+06  0.675600E+06  0.675599E+06  0.539371E+06  0.506880E+06
  0.133904E-04  0.506707E+06  0.506707E+06  0.675598E+06  0.675597E+06  0.539370E+06  0.506880E+06
  0.147854E-04  0.506707E+06  0.506707E+06  0.675595E+06  0.675594E+06  0.539368E+06  0.506880E+06
  0.163257E-04  0.506707E+06  0.506707E+06  0.675591E+06  0.675590E+06  0.539367E+06  0.506880E+06
  0.180264E-04  0.506707E+06  0.506707E+06  0.675587E+06  0.675586E+06  0.539365E+06  0.506880E+06
  0.199043E-04  0.506707E+06  0.506707E+06  0.675582E+06  0.675581E+06  0.539363E+06  0.506880E+06
  0.219779E-04  0.506707E+06  0.506707E+06  0.675576E+06  0.675574E+06  0.539360E+06  0.506880E+06
  0.242675E-04  0.506706E+06  0.506706E+06  0.675569E+06  0.675566E+06  0.539356E+06  0.506879E+06
  0.267956E-04  0.506706E+06  0.506706E+06  0.675560E+06  0.675557E+06  0.539352E+06  0.506879E+06
  0.295871E-04  0.506706E+06  0.506706E+06  0.675549E+06  0.675545E+06  0.539347E+06  0.506879E+06
  0.326693E-04  0.506705E+06  0.506705E+06  0.675535E+06  0.675531E+06  0.539341E+06  0.506878E+06
  0.360727E-04  0.506705E+06  0.506705E+06  0.675519E+06  0.675514E+06  0.539333E+06  0.506878E+06
  0.398307E-04  0.506704E+06  0.506704E+06  0.675499E+06  0.675492E+06  0.539324E+06  0.506877E+06
  0.439801E-04  0.506704E+06  0.506703E+06  0.675474E+06  0.675467E+06  0.539312E+06  0.506876E+06
  0.485618E-04  0.506703E+06  0.506702E+06  0.675444E+06  0.675435E+06  0.539298E+06  0.506875E+06
  0.536208E-04  0.506702E+06  0.506701E+06  0.675408E+06  0.675397E+06  0.539282E+06  0.506874E+06
  0.592068E-04  0.506700E+06  0.506700E+06  0.675364E+06  0.675350E+06  0.539261E+06  0.506873E+06
  0.653748E-04  0.506699E+06  0.506698E+06  0.675310E+06  0.675293E+06  0.539236E+06  0.506871E+06
  0.721853E-04  0.506697E+06  0.506696E+06  0.675244E+06  0.675224E+06  0.539205E+06  0.506869E+06
  0.797053E-04  0.506694E+06  0.506694E+06  0.675164E+06  0.675139E+06  0.539168E+06  0.506866E+06
  0.880087E-04  0.506692E+06  0.506691E+06  0.675066E+06  0.675036E+06  0.539122E+06  0.506863E+06
  0.971772E-04  0.506688E+06  0.506687E+06  0.674947E+06  0.674910E+06  0.539067E+06  0.506859E+06
  0.107301E-03  0.506684E+06  0.506682E+06  0.674802E+06  0.674757E+06  0.538999E+06  0.506855E+06
  0.118479E-03  0.506678E+06  0.506677E+06  0.674624E+06  0.674570E+06  0.538916E+06  0.506849E+06
  0.130822E-03  0.506672E+06  0.506670E+06  0.674409E+06  0.674342E+06  0.538816E+06  0.506842E+06
  0.144450E-03  0.506664E+06  0.506662E+06  0.674145E+06  0.674064E+06  0.538693E+06  0.506833E+06
  0.159499E-03  0.506655E+06  0.506652E+06  0.673825E+06  0.673726E+06  0.538544E+06  0.506823E+06
  0.176115E-03  0.506643E+06  0.506640E+06  0.673434E+06  0.673313E+06  0.538361E+06  0.506810E+06
  0.194462E-03  0.506629E+06  0.506625E+06  0.672958E+06  0.672811E+06  0.538139E+06  0.506795E+06
  0.214720E-03  0.506612E+06  0.506607E+06  0.672377E+06  0.672198E+06  0.537869E+06  0.506776E+06
  0.237089E-03  0.506591E+06  0.506585E+06  0.671671E+06  0.671453E+06  0.537539E+06  0.506754E+06
  0.261788E-03  0.506565E+06  0.506558E+06  0.670810E+06  0.670545E+06  0.537137E+06  0.506726E+06
  0.289060E-03  0.506534E+06  0.506525E+06  0.669762E+06  0.669439E+06  0.536648E+06  0.506692E+06
  0.319173E-03  0.506496E+06  0.506485E+06  0.668486E+06  0.668093E+06  0.536052E+06  0.506650E+06
  0.352424E-03  0.506449E+06  0.506437E+06  0.666933E+06  0.666455E+06  0.535327E+06  0.506600E+06
  0.389138E-03  0.506393E+06  0.506377E+06  0.665044E+06  0.664464E+06  0.534444E+06  0.506539E+06
  0.429677E-03  0.506324E+06  0.506305E+06  0.662748E+06  0.662043E+06  0.533370E+06  0.506464E+06
  0.474439E-03  0.506240E+06  0.506217E+06  0.659957E+06  0.659102E+06  0.532063E+06  0.506373E+06
  0.523865E-03  0.506138E+06  0.506110E+06  0.656569E+06  0.655533E+06  0.530475E+06  0.506262E+06
  0.578439E-03  0.506013E+06  0.505979E+06  0.652460E+06  0.651206E+06  0.528547E+06  0.506127E+06
  0.638699E-03  0.505862E+06  0.505820E+06  0.647481E+06  0.645965E+06  0.526206E+06  0.505963E+06
  0.705236E-03  0.505678E+06  0.505627E+06  0.641456E+06  0.639628E+06  0.523368E+06  0.505763E+06
  0.778705E-03  0.505453E+06  0.505392E+06  0.634177E+06  0.631978E+06  0.519932E+06  0.505520E+06
  0.859828E-03  0.505181E+06  0.505105E+06  0.625403E+06  0.622765E+06  0.515777E+06  0.505224E+06
  0.949402E-03  0.504850E+06  0.504758E+06  0.614852E+06  0.611699E+06  0.510763E+06  0.504866E+06
  0.104831E-02  0.504447E+06  0.504336E+06  0.602203E+06  0.598452E+06  0.504725E+06  0.504430E+06
  0.115752E-02  0.503960E+06  0.503823E+06  0.587095E+06  0.582656E+06  0.497474E+06  0.503902E+06
