#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_ncdm[1]              7:d_ncdm[2]              8:d_tot                  9:phi                   10:psi                   11:h                     12:h_prime               13:eta                   14:eta_prime          
       1.679015467784e-03      -9.563695237025e-01      -2.789923080813e+00      -2.790333904212e+00      -2.381618581593e+00      -2.381618581593e+00      -2.381618581593e+00      -2.782324828349e+00       5.884012781876e-01       5.882554031145e-01       5.580667808424e+00       2.356860683877e-03       9.807176243461e-01      -9.922413923158e-07 
       2.113755239188e-03      -7.440553099865e-01      -4.385376337294e+00      -4.386360391274e+00      -3.455534880246e+00      -3.455534880246e+00      -3.455534880246e+00      -4.369111717377e+00       5.826934259474e-01       5.826701284773e-01       8.772720782548e+00       3.700242456569e-03       9.716136072649e-01      -1.093317067247e-06 
       2.661060184927e-03      -6.571074884186e-01      -6.868516597714e+00      -6.870887671793e+00      -4.867723177392e+00      -4.867723177392e+00      -4.867723177392e+00      -6.836765635420e+00       5.750780565719e-01       5.750419546802e-01       1.374177534359e+01       5.788710173064e-03       9.591988762902e-01      -1.143106742653e-06 
       3.350076289118e-03      -8.551676879503e-01      -1.070796861642e+01      -1.071375766573e+01      -6.689943799815e+00      -6.689943799815e+00      -6.689943799815e+00      -1.064996088474e+01       5.650970870416e-01       5.650224846793e-01       2.142751533145e+01       9.016028622055e-03       9.427149300223e-01      -1.257836571826e-06 
       4.217496171820e-03      -7.260208866267e-01      -1.659741924321e+01      -1.661162564345e+01      -9.079471795757e+00      -9.079471795757e+00      -9.079471795757e+00      -1.649648650178e+01       5.522015322890e-01       5.521628148460e-01       3.322325128690e+01       1.396556247023e-02       9.213480295141e-01      -1.396213848312e-06 
       5.309513104849e-03      -7.771694803501e-01      -2.554444760700e+01      -2.557919070363e+01      -1.218745079918e+01      -1.218745079918e+01      -1.218745079918e+01      -2.537945024695e+01       5.359635291969e-01       5.359229766166e-01       5.115838140727e+01       2.148672579956e-02       8.943817034420e-01      -1.493267337539e-06 
       6.684280971949e-03      -6.529283693320e-01      -3.897463115475e+01      -3.905938026378e+01      -1.589198236311e+01      -1.589198236311e+01      -1.589198236311e+01      -3.871844561408e+01       5.158657642829e-01       5.158424879520e-01       7.811876052756e+01       3.278586083823e-02       8.609757989974e-01      -1.634347262866e-06 
       8.415011175159e-03      -7.258743763288e-01      -5.882752333194e+01      -5.903265840352e+01      -1.993344718917e+01      -1.993344718917e+01      -1.993344718917e+01      -5.845986123695e+01       4.914179095105e-01       4.913992282084e-01       1.180653168070e+02       4.951393446358e-02       8.202973374702e-01      -1.741130045496e-06 
       1.059387140894e-02      -7.952290785112e-01      -8.759262014813e+01      -8.808342271138e+01      -2.421402122325e+01      -2.421402122325e+01      -2.421402122325e+01      -8.713860481640e+01       4.621529344331e-01       4.621423542979e-01       1.761668454228e+02       7.382285636390e-02       7.715577991602e-01      -1.830537411758e-06 
       1.333689392599e-02      -6.474672083559e-01      -1.281627698933e+02      -1.293158585129e+02      -2.521313413206e+01      -2.521313413206e+01      -2.521313413206e+01      -1.277468412006e+02       4.274778079651e-01       4.274757992353e-01       2.586317170257e+02       1.082772404391e-01       7.138237460984e-01      -1.955570653963e-06 
       1.679015467780e-02      -6.379592427097e-01      -1.832771695580e+02      -1.859102174573e+02      -2.327762256129e+01      -2.327762256129e+01      -2.327762256129e+01      -1.833601996531e+02       3.871282646300e-01       3.871275354616e-01       3.718204349146e+02       1.554682020533e-01       6.465530949335e-01      -1.846110564647e-06 
       2.113755220460e-02      -5.615389630554e-01      -2.543911902443e+02      -2.601401581265e+02      -2.621565719743e+01      -2.621565719743e+01      -2.621565719743e+01      -2.561826715885e+02       3.412664331129e-01       3.412659408373e-01       5.202803162530e+02       2.172326603663e-01       5.699871715902e-01      -1.708655315656e-06 
       2.661046309157e-02      -4.781628149622e-01      -3.403095149896e+02      -3.519956825109e+02      -2.350753652112e+01      -2.350753652112e+01      -2.350753652113e+01      -3.459054135714e+02       2.907379868085e-01       2.907376977305e-01       7.039913650218e+02       2.933939121203e-01       4.856519188906e-01      -1.537592456905e-06 
       3.348197589642e-02      -3.928574989690e-01      -4.379222316379e+02      -4.590606523544e+02      -2.082924362803e+01      -2.082924362803e+01      -2.082924362803e+01      -4.500992548136e+02       2.389641335080e-01       2.389639678946e-01       9.181213047089e+02       3.818474614327e-01       3.992034346028e-01      -1.320652315828e-06 
       4.156206994055e-02      -3.193715704160e-01      -5.448303833424e+02      -5.759994514116e+02      -1.758652631472e+01      -1.758652631472e+01      -1.758652631472e+01      -5.639439089203e+02       1.943060787533e-01       1.943059871829e-01       1.151998902823e+03       4.784863079729e-01       3.246166007766e-01      -1.101370654675e-06 
       4.834016289131e-02      -2.769642297456e-01      -6.402507669854e+02      -6.755459232728e+02      -1.566992195057e+01      -1.566992195057e+01      -1.566992195057e+01      -6.615463676104e+02       1.684953746324e-01       1.684953141684e-01       1.351091846546e+03       5.612978830695e-01       2.814965643153e-01      -9.638783607137e-07 
       5.326206343214e-02      -2.543851310902e-01      -7.173458836994e+02      -7.525375861814e+02      -1.455586448146e+01      -1.455586448146e+01      -1.455586448146e+01      -7.375467133021e+02       1.547380092791e-01       1.547379629707e-01       1.505075172363e+03       6.257571749438e-01       2.585091226259e-01      -8.865930287596e-07 
       5.732634450627e-02      -2.393268394409e-01      -7.857600330596e+02      -8.193302288526e+02      -1.382227100695e+01      -1.382227100695e+01      -1.382227100695e+01      -8.037181845761e+02       1.455587922040e-01       1.455587542307e-01       1.638660457705e+03       6.818703704307e-01       2.431701692931e-01      -8.337461730651e-07 
       6.095774941470e-02      -2.276792070078e-01      -8.489914748376e+02      -8.805427059258e+02      -1.323184809676e+01      -1.323184809676e+01      -1.323184809676e+01      -8.644444885346e+02       1.384593178887e-01       1.384592857340e-01       1.761085411852e+03       7.333642852881e-01       2.313066430947e-01      -7.924722497497e-07 
       6.434604499312e-02      -2.177568464690e-01      -9.079720030733e+02      -9.377305342383e+02      -1.267821203913e+01      -1.267821203913e+01      -1.267821203913e+01      -9.211636646695e+02       1.324145889810e-01       1.324145613213e-01       1.875461068477e+03       7.814633533887e-01       2.212063518853e-01      -7.576937842695e-07 
       6.759184628368e-02      -2.087235621051e-01      -9.626955531108e+02      -9.913178477612e+02      -1.219379150924e+01      -1.219379150924e+01      -1.219379150924e+01      -9.742283730930e+02       1.269155306194e-01       1.269155065041e-01       1.982635695522e+03       8.264689541580e-01       2.120187401268e-01      -7.267863728985e-07 
       7.075555741800e-02      -2.001235131975e-01      -1.012818681855e+03      -1.041274145351e+03      -1.177304188820e+01      -1.177304188820e+01      -1.177304188820e+01      -1.023560179347e+03       1.216843609295e-01       1.216843396838e-01       2.082548290702e+03       8.683162400247e-01       2.032796381099e-01      -6.975438205892e-07 
       7.387689256236e-02      -1.917057824934e-01      -1.057941832920e+03      -1.087415004953e+03      -1.129587040366e+01      -1.129587040366e+01      -1.129587040366e+01      -1.068942536323e+03       1.165680458172e-01       1.165680271172e-01       2.174830009906e+03       9.068237191565e-01       1.947333485139e-01      -6.691640056358e-07 
       7.698386147213e-02      -1.833484672814e-01      -1.097786819932e+03      -1.129574513279e+03      -1.080470569956e+01      -1.080470569956e+01      -1.080470569956e+01      -1.110194827515e+03       1.114915943287e-01       1.114915778503e-01       2.259149026558e+03       9.418382306982e-01       1.862543778240e-01      -6.417232570784e-07 
       8.009737420384e-02      -1.750187584798e-01      -1.132331722141e+03      -1.167728596221e+03      -1.037299793532e+01      -1.037299793532e+01      -1.037299793532e+01      -1.147294433801e+03       1.064340431890e-01       1.064340285763e-01       2.335457192441e+03       9.733392722634e-01       1.778074370861e-01      -6.145173569501e-07 
       8.323380202898e-02      -1.667475483299e-01      -1.161908750126e+03      -1.202083415388e+03      -9.907984628688e+00      -9.907984628688e+00      -9.907984628689e+00      -1.180463268063e+03       1.014133604607e-01       1.014133475355e-01       2.404166830776e+03       1.001514432548e+00       1.694223813985e-01      -5.873318568335e-07 
       8.640649590493e-02      -1.586125155628e-01      -1.187271518495e+03      -1.233138089659e+03      -9.411698267066e+00      -9.411698267065e+00      -9.411698267065e+00      -1.210233273105e+03       9.647580315138e-02       9.647579175459e-02       2.466276179318e+03       1.026812641520e+00       1.611762532890e-01      -5.608023715346e-07 
       8.962673424457e-02      -1.507225567394e-01      -1.209626245918e+03      -1.261720725756e+03      -8.973503215611e+00      -8.973503215611e+00      -8.973503215611e+00      -1.237481159012e+03       9.168652126752e-02       9.168651116720e-02       2.523441451512e+03       1.049973496507e+00       1.531776081663e-01      -5.350342051691e-07 
       9.290433974001e-02      -1.432005922812e-01      -1.230599721204e+03      -1.288977813903e+03      -8.564115873741e+00      -8.564115873743e+00      -8.564115873741e+00      -1.263412354006e+03       8.711944671314e-02       8.711943774307e-02       2.577955627806e+03       1.072015851217e+00       1.455497674170e-01      -5.100120157750e-07 
       9.624809487299e-02      -1.361679555419e-01      -1.252151290156e+03      -1.316321262083e+03      -8.140194580319e+00      -8.140194580319e+00      -8.140194580320e+00      -1.289504473835e+03       8.284771077607e-02       8.284770283120e-02       2.632642524167e+03       1.094189327756e+00       1.384147603540e-01      -4.862664220450e-07 
       9.966602990205e-02      -1.297276329365e-01      -1.276402900767e+03      -1.345314090038e+03      -7.746357091037e+00      -7.746357091037e+00      -7.746357091037e+00      -1.317387037649e+03       7.893342841815e-02       7.893342136512e-02       2.690628180077e+03       1.117871701596e+00       1.318762236773e-01      -4.642752057921e-07 
       1.031656271959e-01      -1.239482641286e-01      -1.305401205064e+03      -1.377503520165e+03      -7.421942498420e+00      -7.421942498420e+00      -7.421942498421e+00      -1.348664736419e+03       7.541813920179e-02       7.541813289442e-02       2.755007040330e+03       1.144420350138e+00       1.260034962872e-01      -4.441062367964e-07 
       1.067539689868e-01      -1.188515166570e-01      -1.340830697835e+03      -1.414213807971e+03      -7.144561060301e+00      -7.144561060301e+00      -7.144561060300e+00      -1.384700025659e+03       7.231517727532e-02       7.231517160609e-02       2.828427615941e+03       1.174988984726e+00       1.208189025024e-01      -4.257438517737e-07 
       1.104378458094e-01      -1.144038857776e-01      -1.383698550719e+03      -1.456312864035e+03      -6.886590788528e+00      -6.886590788528e+00      -6.886590788529e+00      -1.426370773456e+03       6.960466633191e-02       6.960466122649e-02       2.912625728069e+03       1.210322206950e+00       1.162893663288e-01      -4.092159398752e-07 
       1.142238369658e-01      -1.105148181099e-01      -1.434040258584e+03      -1.503987625396e+03      -6.646278823752e+00      -6.646278823752e+00      -6.646278823752e+00      -1.473838124594e+03       6.723231095382e-02       6.723230634752e-02       3.007975250791e+03       1.250558723957e+00       1.123243717559e-01      -3.944269686093e-07 
       1.181183706751e-01      -1.070436262086e-01      -1.490729939117e+03      -1.556586728218e+03      -6.430348953059e+00      -6.430348953059e+00      -6.430348953059e+00      -1.526386021078e+03       6.511352307700e-02       6.511351890872e-02       3.113173456435e+03       1.295095486395e+00       1.087828434281e-01      -3.810527484092e-07 
       1.221277692194e-01      -1.038132506127e-01      -1.551420397420e+03      -1.612550296023e+03      -6.236138588599e+00      -6.236138588599e+00      -6.236138588599e+00      -1.582353285196e+03       6.314170188957e-02       6.314169810773e-02       3.225100592046e+03       1.342530045106e+00       1.054869570976e-01      -3.686129300430e-07 
       1.262582828792e-01      -1.006340801076e-01      -1.612739652896e+03      -1.669524091515e+03      -6.050238573845e+00      -6.050238573844e+00      -6.050238573845e+00      -1.639258986023e+03       6.120254288534e-02       6.120253945213e-02       3.339048183030e+03       1.390766119980e+00       1.022460045055e-01      -3.565769071020e-07 
       1.305161154476e-01      -9.733189014458e-02      -1.670721377588e+03      -1.724648268871e+03      -5.858104108634e+00      -5.858104108633e+00      -5.858104108634e+00      -1.694109419000e+03       5.919088090865e-02       5.919087779774e-02       3.449296537743e+03       1.437272754579e+00       9.888449058591e-02      -3.444529768589e-07 
       1.349074434496e-01      -9.378024108983e-02      -1.721551652551e+03      -1.775087681735e+03      -5.649763881001e+00      -5.649763881001e+00      -5.649763881001e+00      -1.743955007256e+03       5.703022079724e-02       5.703021798899e-02       3.550175363469e+03       1.479554918021e+00       9.527472065921e-02      -3.318631643810e-07 
       1.394384307483e-01      -8.992564988412e-02      -1.762433935893e+03      -1.818663308056e+03      -5.420915817106e+00      -5.420915817106e+00      -5.420915817106e+00      -1.786549598656e+03       5.468795506563e-02       5.468795254334e-02       3.637326616113e+03       1.515711006255e+00       9.136220061504e-02      -3.186076317214e-07 
       1.441152399272e-01      -8.580225784139e-02      -1.792466206271e+03      -1.854509190140e+03      -5.174430652884e+00      -5.174430652883e+00      -5.174430652884e+00      -1.821032895419e+03       5.218426036767e-02       5.218425811373e-02       3.709018380281e+03       1.545010146860e+00       8.718049413976e-02      -3.047131389999e-07 
       1.489440416413e-01      -8.152879119288e-02      -1.813251083147e+03      -1.883553189998e+03      -4.919334053656e+00      -4.919334053656e+00      -4.919334053656e+00      -1.848424937763e+03       4.959034060566e-02       4.959033859976e-02       3.767106379996e+03       1.568310938575e+00       8.284830969166e-02      -2.904371273122e-07 
       1.539310230084e-01      -7.728615695031e-02      -1.828996278290e+03      -1.908643524534e+03      -4.670066958555e+00      -4.670066958556e+00      -4.670066958555e+00      -1.871746972825e+03       4.701499032244e-02       4.701498854011e-02       3.817287049068e+03       1.588164520419e+00       7.854710012256e-02      -2.762257910566e-07 
       1.590823960277e-01      -7.327795632122e-02      -1.845915598966e+03      -1.934177012935e+03      -4.440002093609e+00      -4.440002093610e+00      -4.440002093609e+00      -1.895619386207e+03       4.458085569053e-02       4.458085410474e-02       3.868354025871e+03       1.608475661688e+00       7.448147105923e-02      -2.626284624160e-07 
       1.644044069646e-01      -6.967993949441e-02      -1.870857265057e+03      -1.965151824429e+03      -4.232016545951e+00      -4.232016545952e+00      -4.232016545951e+00      -1.925261125924e+03       4.239398302546e-02       4.239398161043e-02       3.930303648858e+03       1.633657587479e+00       7.082838052594e-02      -2.501454560320e-07 
       1.699033476105e-01      -6.659024662816e-02      -1.909346767521e+03      -2.005756563003e+03      -4.039120018363e+00      -4.039120018363e+00      -4.039120018363e+00      -1.965012781392e+03       4.051380034205e-02       4.051379907643e-02       4.011513126006e+03       1.667383401215e+00       6.768704715160e-02      -2.390609058437e-07 
       1.755855693045e-01      -6.399596552851e-02      -1.963542098622e+03      -2.057845824189e+03      -3.871975726670e+00      -3.871975726670e+00      -3.871975726670e+00      -2.016751893178e+03       3.893285885443e-02       3.893285771768e-02       4.115691648379e+03       1.711245282148e+00       6.504512595463e-02      -2.293506676598e-07 
       1.814575005913e-01      -6.177163145749e-02      -2.030905899543e+03      -2.119899693867e+03      -3.750368978840e+00      -3.750368978840e+00      -3.750368978840e+00      -2.078821484973e+03       3.757584830402e-02       3.757584727456e-02       4.239799387734e+03       1.763847438018e+00       6.277704408875e-02      -2.207766906459e-07 
       1.875256693817e-01      -5.972285605053e-02      -2.104623899729e+03      -2.187302529993e+03      -3.627937305724e+00      -3.627937305724e+00      -3.627937305724e+00      -2.146325951046e+03       3.632583964610e-02       3.632583871347e-02       4.374605059985e+03       1.821055942992e+00       6.068777795746e-02      -2.129101865084e-07 
       1.937967304772e-01      -5.762473788955e-02      -2.174563341058e+03      -2.252718813097e+03      -3.490563026128e+00      -3.490563026128e+00      -3.490563026128e+00      -2.211592987354e+03       3.504723300102e-02       3.504723215981e-02       4.505437626194e+03       1.876384519511e+00       5.855108100270e-02      -2.050395573927e-07 
       2.002774993223e-01      -5.530986044778e-02      -2.231045732111e+03      -2.308867392844e+03      -3.366202479665e+00      -3.366202479665e+00      -3.366202479664e+00      -2.267066097737e+03       3.363886022718e-02       3.363885946904e-02       4.617734785687e+03       1.923440189368e+00       5.619809709941e-02      -1.967663878604e-07 
       2.069749928640e-01      -5.274616221169e-02      -2.269607510030e+03      -2.352204127371e+03      -3.196286887746e+00      -3.196286887746e+00      -3.196286887746e+00      -2.309104489296e+03       3.208109886758e-02       3.208109819220e-02       4.704408254742e+03       1.959139724966e+00       5.359601776493e-02      -1.878994350610e-07 
       2.138964784293e-01      -5.003668095595e-02      -2.293176814745e+03      -2.384509840337e+03      -3.046665037173e+00      -3.046665037173e+00      -3.046665037173e+00      -2.339643652059e+03       3.043573808490e-02       3.043573748329e-02       4.769019680674e+03       1.985112729460e+00       5.084785164441e-02      -1.787063831455e-07 
       2.210495315916e-01      -4.737206154711e-02      -2.311552493817e+03      -2.412619992861e+03      -2.877485725657e+00      -2.877485725657e+00      -2.877485725656e+00      -2.365887322831e+03       2.881749613969e-02       2.881749560687e-02       4.825239985722e+03       2.007445566820e+00       4.814495087691e-02      -1.696050665524e-07 
       2.284421040963e-01      -4.494664419097e-02      -2.337592181668e+03      -2.445798835022e+03      -2.727785712118e+00      -2.727785712118e+00      -2.727785712118e+00      -2.397534677552e+03       2.734349157256e-02       2.734349109974e-02       4.891597670044e+03       2.034337753031e+00       4.568271130228e-02      -1.611940725250e-07 
       2.360826030639e-01      -4.287115316423e-02      -2.381241187910e+03      -2.491506637572e+03      -2.613733871255e+00      -2.613733871255e+00      -2.613733871255e+00      -2.442333031147e+03       2.608064213691e-02       2.608064171315e-02       4.983013275144e+03       2.072343907824e+00       4.357282344729e-02      -1.537286543216e-07 
       2.439799829138e-01      -4.112244831549e-02      -2.444108333745e+03      -2.551407110336e+03      -2.506110878331e+00      -2.506110878331e+00      -2.506110878331e+00      -2.501915805965e+03       2.501529667193e-02       2.501529629125e-02       5.102814220671e+03       2.122853633574e+00       4.179258555908e-02      -1.472072177645e-07 
       2.521438517543e-01      -3.955629700196e-02      -2.517637343409e+03      -2.619763340732e+03      -2.403374024535e+00      -2.403374024536e+00      -2.403374024535e+00      -2.570185373782e+03       2.406074307504e-02       2.406074273302e-02       5.239526681464e+03       2.180718974911e+00       4.019738169061e-02      -1.413096922511e-07 
       2.605845944179e-01      -3.798440411299e-02      -2.586944334661e+03      -2.685870162600e+03      -2.304831150899e+00      -2.304831150898e+00      -2.304831150898e+00      -2.635930409776e+03       2.310350193691e-02       2.310350162981e-02       5.371740325200e+03       2.236462410943e+00       3.859788456237e-02      -1.355296690507e-07 
       2.693135148855e-01      -3.628183993803e-02      -2.639475213090e+03      -2.740224478790e+03      -2.200894996800e+00      -2.200894996800e+00      -2.200894996801e+00      -2.689299955456e+03       2.206806678033e-02       2.206806650579e-02       5.480448957580e+03       2.281749048750e+00       3.686806759163e-02      -1.294889053132e-07 
       2.783430016118e-01      -3.446084223945e-02      -2.673672675850e+03      -2.781099125095e+03      -2.091020737815e+00      -2.091020737815e+00      -2.091020737815e+00      -2.728615357589e+03       2.096153303628e-02       2.096153279211e-02       5.562198250189e+03       2.315149981233e+00       3.501969960373e-02      -1.231726178807e-07 
       2.876867202722e-01      -3.265524007021e-02      -2.701031312307e+03      -2.816501301928e+03      -1.984019650190e+00      -1.984019650191e+00      -1.984019650191e+00      -2.762318305053e+03       1.986439859732e-02       1.986439838047e-02       5.633002603856e+03       2.343796451970e+00       3.318704303045e-02      -1.169115182661e-07 
       2.973598397878e-01      -3.101690472641e-02      -2.738238368247e+03      -2.858702946250e+03      -1.890842881724e+00      -1.890842881724e+00      -1.890842881724e+00      -2.803203250230e+03       1.886823535878e-02       1.886823516541e-02       5.717405892500e+03       2.378507848767e+00       3.152288553108e-02      -1.111249439966e-07 
       3.073792992553e-01      -2.960081723442e-02      -2.794244704457e+03      -2.914690963793e+03      -1.809052825726e+00      -1.809052825726e+00      -1.809052825727e+00      -2.858469686954e+03       1.800634964732e-02       1.800634947422e-02       5.829381927586e+03       2.425379353153e+00       3.008283711270e-02      -1.059953128104e-07 
       3.177641257648e-01      -2.833110628642e-02      -2.862745763897e+03      -2.980333917760e+03      -1.721724914563e+00      -1.721724914563e+00      -1.721724914563e+00      -2.923704217051e+03       1.723316391558e-02       1.723316376134e-02       5.960667835521e+03       2.480687583879e+00       2.879089379839e-02      -1.013257206776e-07 
       3.285358162537e-01      -2.707510487651e-02      -2.927509914427e+03      -3.043919048126e+03      -1.649796742297e+00      -1.649796742297e+00      -1.649796742297e+00      -2.986648718998e+03       1.646872631547e-02       1.646872617724e-02       6.087838096253e+03       2.534069745771e+00       2.751366539532e-02      -9.675299525616e-08 
       3.397188008406e-01      -2.575915562601e-02      -2.977043899040e+03      -3.096721249131e+03      -1.568847542899e+00      -1.568847542899e+00      -1.568847542899e+00      -3.038263631878e+03       1.566850636271e-02       1.566850623976e-02       6.193442498261e+03       2.577876757049e+00       2.617682414584e-02      -9.210605910821e-08 
