#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_ncdm[1]              7:d_ncdm[2]              8:d_tot                  9:phi                   10:psi                   11:h                     12:h_prime               13:eta                   14:eta_prime          
       3.513410109684e-01      -2.442443784531e-02      -3.015667974708e+03      -3.141398830311e+03      -1.491872226459e+00      -1.491872226459e+00      -1.491872226459e+00      -3.081429380811e+03       1.485716102390e-02       1.485716091462e-02       6.282797660621e+03       2.614535534620e+00       2.482146742137e-02      -8.741050421695e-08 
       3.634345838881e-01      -2.317135965489e-02      -3.059176724450e+03      -3.189388836487e+03      -1.407227937015e+00      -1.407227937014e+00      -1.407227937015e+00      -3.128107155006e+03       1.409517327727e-02       1.409517318089e-02       6.378777672974e+03       2.654158187949e+00       2.354849684852e-02      -8.297305971525e-08 
       3.760367465689e-01      -2.204600821726e-02      -3.117383404733e+03      -3.248259595848e+03      -1.340080888892e+00      -1.340080888893e+00      -1.340080888892e+00      -3.186113997210e+03       1.341040936371e-02       1.341040927798e-02       6.496519191697e+03       2.703360917506e+00       2.240442600358e-02      -7.891865678837e-08 
       3.891909387014e-01      -2.099416239225e-02      -3.182722805512e+03      -3.312875474261e+03      -1.277853539562e+00      -1.277853539562e+00      -1.277853539562e+00      -3.250005783252e+03       1.277026730619e-02       1.277026722988e-02       6.625750948522e+03       2.757547424160e+00       2.133488109185e-02      -7.510626298749e-08 
       4.029482586299e-01      -1.993979879398e-02      -3.240842709457e+03      -3.372782454337e+03      -1.211992928385e+00      -1.211992928385e+00      -1.211992928385e+00      -3.308862269246e+03       1.212890000234e-02       1.212889993482e-02       6.745564908673e+03       2.807483965922e+00       2.026336429012e-02      -7.133187629706e-08 
       4.173693519538e-01      -1.887953344585e-02      -3.290160420131e+03      -3.426540068837e+03      -1.147127754071e+00      -1.147127754070e+00      -1.147127754071e+00      -3.361239717268e+03       1.148417140534e-02       1.148417134576e-02       6.853080137674e+03       2.851943757208e+00       1.918628802027e-02      -6.756850738182e-08 
       4.325269169759e-01      -1.786570818028e-02      -3.342625456344e+03      -3.482569432496e+03      -1.093701069545e+00      -1.093701069545e+00      -1.093701069544e+00      -3.415994725432e+03       1.086756381177e-02       1.086756375891e-02       6.965138864992e+03       2.898411142086e+00       1.815616116188e-02      -6.395897950761e-08 
       4.485090855288e-01      -1.692023687269e-02      -3.405195249810e+03      -3.546253039250e+03      -1.027352522529e+00      -1.027352522529e+00      -1.027352522528e+00      -3.478682867761e+03       1.029232834440e-02       1.029232829819e-02       7.092506078501e+03       2.951589274939e+00       1.719510282780e-02      -6.055681456145e-08 
       4.654240717016e-01      -1.600704621677e-02      -3.470013246648e+03      -3.612459187727e+03      -9.741394495524e-01      -9.741394495520e-01      -9.741394495518e-01      -3.543818788329e+03       9.736774363552e-03       9.736774322870e-03       7.224918375453e+03       3.006847557092e+00       1.626693678614e-02      -5.728291900637e-08 
       4.834066996348e-01      -1.509491212773e-02      -3.529186540502e+03      -3.675127935000e+03      -9.181703432159e-01      -9.181703432163e-01      -9.181703432164e-01      -3.605137977940e+03       9.182011675253e-03       9.182011639709e-03       7.350255870000e+03       3.058884261573e+00       1.534012921152e-02      -5.403187279240e-08 
       5.026277893366e-01      -1.420730404340e-02      -3.590511333127e+03      -3.739686434498e+03      -8.637646809746e-01      -8.637646809747e-01      -8.637646809746e-01      -3.668362886367e+03       8.642125648400e-03       8.642125617475e-03       7.479372868995e+03       3.112533777675e+00       1.443816523617e-02      -5.085573067890e-08 
       5.233080194767e-01      -1.335803805327e-02      -3.660177353426e+03      -3.811257599604e+03      -8.147728074582e-01      -8.147728074583e-01      -8.147728074586e-01      -3.738714805175e+03       8.125476402414e-03       8.125476375484e-03       7.622515199208e+03       3.172218811989e+00       1.357500105566e-02      -4.781393939457e-08 
       5.457390433409e-01      -1.251659393308e-02      -3.729883165962e+03      -3.883905679499e+03      -7.631147099969e-01      -7.631147099968e-01      -7.631147099968e-01      -3.809969736661e+03       7.613647216099e-03       7.613647192900e-03       7.767811358998e+03       3.232678406534e+00       1.271990482037e-02      -4.480420432284e-08 
       5.703168194517e-01      -1.168329486998e-02      -3.801856437832e+03      -3.959303971014e+03      -7.129734249531e-01      -7.129734249529e-01      -7.129734249531e-01      -3.883864901879e+03       7.106782551914e-03       7.106782532095e-03       7.918607942029e+03       3.295380107584e+00       1.187310509470e-02      -4.182102735850e-08 
       5.975964539838e-01      -1.086317549140e-02      -3.881613191459e+03      -4.041897551571e+03      -6.648484690685e-01      -6.648484690681e-01      -6.648484690683e-01      -3.964953115560e+03       6.607897579742e-03       6.607897562917e-03       8.083795103142e+03       3.364178591978e+00       1.103962758673e-02      -3.888411238319e-08 
       6.283869502599e-01      -1.003773043282e-02      -3.965595282654e+03      -4.129589983279e+03      -6.134611735601e-01      -6.134611735602e-01      -6.134611735603e-01      -4.050939532206e+03       6.105801965835e-03       6.105801951778e-03       8.259179966558e+03       3.437138367146e+00       1.020079321967e-02      -3.593117858668e-08 
       6.639245977021e-01      -9.204123349364e-03      -4.059316393391e+03      -4.227017722561e+03      -5.621545823552e-01      -5.621545823550e-01      -5.621545823550e-01      -4.146536026268e+03       5.598725717278e-03       5.598725705736e-03       8.454035445122e+03       3.518248912205e+00       9.353633922708e-03      -3.294649180366e-08 
       7.062124338151e-01      -8.345515022871e-03      -4.164382957798e+03      -4.336500736059e+03      -5.091672830990e-01      -5.091672830988e-01      -5.091672830989e-01      -4.253922516621e+03       5.076450095814e-03       5.076450086576e-03       8.673001472118e+03       3.609364917479e+00       8.481083508137e-03      -2.987783335200e-08 
       7.587379655867e-01      -7.444112408589e-03      -4.287739144796e+03      -4.464894210525e+03      -4.569589482081e-01      -4.569589482080e-01      -4.569589482081e-01      -4.379879355532e+03       4.528139314217e-03       4.528139307037e-03       8.929788421051e+03       3.716236454138e+00       7.565035834827e-03      -2.664927493976e-08 
       8.281127787752e-01      -6.469697990945e-03      -4.439122527932e+03      -4.622503378880e+03      -3.920581806105e-01      -3.920581806106e-01      -3.920581806102e-01      -4.534490908039e+03       3.935417608441e-03       3.935417603264e-03       9.245006757760e+03       3.847421206865e+00       6.574792318277e-03      -2.316180554253e-08 
       9.279451649678e-01      -5.382883476203e-03      -4.637633635518e+03      -4.829180231760e+03      -3.284737518720e-01      -3.284737518718e-01      -3.284737518719e-01      -4.737236885524e+03       3.274324634425e-03       3.274324630975e-03       9.658360463520e+03       4.019446932943e+00       5.470322760990e-03      -1.927026582615e-08 
       1.085963554354e+00      -4.165278992062e-03      -4.914897602140e+03      -5.117854021299e+03      -2.550925212416e-01      -2.550925212422e-01      -2.550925212420e-01      -5.020419757187e+03       2.533674305917e-03       2.533674303960e-03       1.023570804260e+04       4.259721690340e+00       4.232938947259e-03      -1.491313334228e-08 
       1.337210428763e+00      -2.954702494700e-03      -5.286355426340e+03      -5.504603248090e+03      -1.799640009559e-01      -1.799640009559e-01      -1.799640009561e-01      -5.399812017576e+03       1.797299225801e-03       1.797299224888e-03       1.100920649618e+04       4.581628118446e+00       3.002697664334e-03      -1.057892031157e-08 
       1.680771835545e+00      -2.016453402527e-03      -5.699692870327e+03      -5.934963143768e+03      -1.237289249145e-01      -1.237289249142e-01      -1.237289249142e-01      -5.821984620548e+03       1.226576908660e-03       1.226576908262e-03       1.186992628754e+04       4.939832832244e+00       2.049207829069e-03      -7.219747203297e-09 
       2.115916552404e+00      -1.366301446676e-03      -6.120559161774e+03      -6.373172541898e+03      -8.248245480620e-02      -8.248245480595e-02      -8.248245480610e-02      -6.251856002890e+03       8.310997436847e-04       8.310997435174e-04       1.274634508380e+04       5.304570057009e+00       1.388495194773e-03      -4.891843086157e-09 
       2.663780935880e+00      -9.219207501719e-04      -6.545441722271e+03      -6.815577829312e+03      -5.689909812993e-02      -5.689909812997e-02      -5.689909812988e-02      -6.685841524091e+03       5.607900747766e-04       5.607900747040e-04       1.363115565862e+04       5.672798471870e+00       9.368964075174e-04      -3.300858838294e-09 
       3.353501511540e+00      -6.197486595986e-04      -6.973659188178e+03      -7.261478117476e+03      -3.766956078810e-02      -3.766956078804e-02      -3.766956078808e-02      -7.123252261113e+03       3.769836931343e-04       3.769836931038e-04       1.452295623495e+04       6.043933946220e+00       6.298162522378e-04      -2.219023585487e-09 
       4.221808271368e+00      -4.152040515255e-04      -7.404657411148e+03      -7.710310279141e+03      -2.499686338185e-02      -2.499686338177e-02      -2.499686338157e-02      -7.563533750629e+03       2.525625704961e-04       2.525625704834e-04       1.542062055828e+04       6.417506578433e+00       4.219493901996e-04      -1.486636421510e-09 
       5.314941716548e+00      -2.773082973241e-04      -7.837947630699e+03      -8.161588877000e+03      -1.728593036104e-02      -1.728593036086e-02      -1.728593036071e-02      -8.006206298130e+03       1.686828834213e-04       1.686828834158e-04       1.632317775400e+04       6.793110299276e+00       2.818139699091e-04      -9.929435253784e-10 
       6.691115189167e+00      -1.846885940042e-04      -8.273178820090e+03      -8.614987496775e+03      -1.138729961800e-02      -1.138729961804e-02      -1.138729961804e-02      -8.450943876544e+03       1.123438898358e-04       1.123438898335e-04       1.722997499355e+04       7.170470054716e+00       1.876900142455e-04      -6.613371007265e-10 
       8.423614944884e+00      -1.226859151104e-04      -8.709933468280e+03      -9.070136074809e+03      -7.388422335744e-03      -7.388422335743e-03      -7.388422335712e-03      -8.897373887407e+03       7.462873501096e-05       7.462873501001e-05       1.814027214962e+04       7.549272257643e+00       1.246803828340e-04      -4.393771892503e-10 
       1.060470291328e+01      -8.130359805002e-05      -9.147655303355e+03      -9.526562058834e+03      -5.055331572542e-03      -5.055331572257e-03      -5.055331573427e-03      -9.345016970205e+03       4.945660874398e-05       4.945660874357e-05       1.905312411767e+04       7.929114399519e+00       8.262603625535e-05      -2.912174529362e-10 
       1.335052998206e+01      -5.376180460205e-05      -9.586086058469e+03      -9.984172233366e+03      -3.283489173308e-03      -3.283489173341e-03      -3.283489173291e-03      -9.793755645786e+03       3.270344490975e-05       3.270344490958e-05       1.996834446673e+04       8.309903757097e+00       5.463701294155e-05      -1.926192065725e-10 
       1.680732145534e+01      -3.547759624872e-05      -1.002465638049e+04      -1.044266244231e+04      -2.092576013238e-03      -2.092576013186e-03      -2.092576012347e-03      -1.024324878712e+04       2.158151651103e-05       2.158151651096e-05       2.088532488462e+04       8.691362301870e+00       3.605593570706e-05      -1.271605883933e-10 
       2.115916408432e+01      -2.336719838100e-05      -1.046257826456e+04      -1.090168566123e+04      -1.422745581801e-03      -1.422745581365e-03      -1.422745581536e-03      -1.069308584072e+04       1.421501394626e-05       1.421501394623e-05       2.180337132247e+04       9.073160401614e+00       2.374894223359e-05      -8.380779627528e-11 
       2.663780935807e+01      -1.536315459428e-05      -1.089883520282e+04      -1.136095865516e+04      -9.648758693008e-04      -9.648758690525e-04      -9.648758690330e-04      -1.114287413494e+04       9.346337515952e-06       9.346337515939e-06       2.272191731031e+04       9.454995516354e+00       1.561499613489e-05      -5.515898364321e-11 
       3.353501511540e+01      -1.008345346369e-05      -1.133179666914e+04      -1.182004973872e+04      -6.051349391085e-04      -6.051349391487e-04      -6.051349390389e-04      -1.159200266334e+04       6.134832435476e-06       6.134832435471e-06       2.364009947744e+04       9.836399231570e+00       1.024963914740e-05      -3.626209805215e-11 
       4.221808271368e+01      -6.607064390229e-06      -1.175884339008e+04      -1.227829332779e+04      -4.098346782910e-04      -4.098346783571e-04      -4.098346781308e-04      -1.203951312428e+04       4.020250858670e-06       4.020250858668e-06       2.455658665557e+04       1.021663984111e+01       6.716880949242e-06      -2.382221655361e-11 
       5.314941716548e+01      -4.321917916928e-06      -1.217598796849e+04      -1.273488239827e+04      -2.630276473766e-04      -2.630276473281e-04      -2.630276473859e-04      -1.248411840941e+04       2.630280721672e-06       2.630280721671e-06       2.546976479654e+04       1.059475719329e+01       4.394710183567e-06      -1.564690276683e-11 
       6.691115189167e+01      -2.822140916587e-06      -1.257678709416e+04      -1.318850361786e+04      -1.728590080446e-04      -1.728590082031e-04      -1.728590080738e-04      -1.292373095704e+04       1.718035451547e-06       1.718035451547e-06       2.637700723573e+04       1.096919256216e+01       2.870660235354e-06      -1.028309801011e-11 
       8.423614944884e+01      -1.839187366932e-06      -1.295070333714e+04      -1.363681365591e+04      -1.128564906215e-04      -1.128564905958e-04      -1.128564906019e-04      -1.335477393470e+04       1.120161748359e-06       1.120161748359e-06       2.727362731183e+04       1.133725017683e+01       1.871821028692e-06      -6.769137277880e-12 
       1.060470291328e+02      -1.195840867779e-06      -1.328157653058e+04      -1.407661319443e+04      -7.483685453745e-05      -7.483685455928e-05      -7.483685454884e-05      -1.377209040437e+04       7.288598678090e-07       7.288598678089e-07       2.815322638887e+04       1.169508804926e+01       1.218094046896e-06      -4.470296690143e-12 
