1.074400000000000081e-05 -3.929692928704511719e+13 -3.929692928704511719e+13 -5.238618837449560938e+13 -5.238618837449560938e+13 -3.924834257922236719e+13 -3.929692928704511719e+13 -3.929692928704511719e+13 -3.928721194548057031e+13 -1.846294897263880557e+04 -3.916088650514140625e+13 -3.916088650514140625e+13 8.600819018784280634e+05
1.085200000000000045e-05 -3.890584300221274219e+13 -3.890584300221274219e+13 -5.186483670250467969e+13 -5.186483670250467969e+13 -3.885773983331782031e+13 -3.890584300221274219e+13 -3.890584300221274219e+13 -3.889622236843375781e+13 -1.827920418006186082e+04 -3.877115412930696094e+13 -3.877115412930696094e+13 8.599884535034147557e+05
1.096100000000000060e-05 -3.851894975458560156e+13 -3.851894975458560156e+13 -5.134907470993347656e+13 -5.134907470993347656e+13 -3.847132494034896875e+13 -3.851894975458560156e+13 -3.851894975458560156e+13 -3.850942479173827344e+13 -1.809742940991071373e+04 -3.838560027472303906e+13 -3.838560027472303906e+13 8.600088954850462032e+05
1.107119999999999998e-05 -3.813554160886017969e+13 -3.813554160886017969e+13 -5.083795865810217969e+13 -5.083795865810217969e+13 -3.808839084030322656e+13 -3.813554160886017969e+13 -3.813554160886017969e+13 -3.812611145514878906e+13 -1.791729205163228107e+04 -3.800351945690071875e+13 -3.800351945690071875e+13 8.599357169416320976e+05
1.118250000000000008e-05 -3.775597659378607812e+13 -3.775597659378607812e+13 -5.033196583014360938e+13 -5.033196583014360938e+13 -3.770929511926359375e+13 -3.775597659378607812e+13 -3.775597659378607812e+13 -3.774664029888157812e+13 -1.773896031853622480e+04 -3.762526846512311719e+13 -3.762526846512311719e+13 8.600594866022656206e+05
1.129489999999999921e-05 -3.738025199514939062e+13 -3.738025199514939062e+13 -4.983109260777703906e+13 -4.983109260777703906e+13 -3.733403506637200000e+13 -3.738025199514939062e+13 -3.738025199514939062e+13 -3.737100860939391406e+13 -1.756243293539839942e+04 -3.725084459457271094e+13 -3.725084459457271094e+13 8.600046106895938283e+05
1.140840000000000075e-05 -3.700836298341685156e+13 -3.700836298341685156e+13 -4.933533255281905469e+13 -4.933533255281905469e+13 -3.696260585806643750e+13 -3.700836298341685156e+13 -3.700836298341685156e+13 -3.699921155834676562e+13 -1.738770763315025033e+04 -3.688024303243567969e+13 -3.688024303243567969e+13 8.599594138357224874e+05
1.152299999999999962e-05 -3.664030272151460156e+13 -3.664030272151460156e+13 -4.884467655086182031e+13 -4.884467655086182031e+13 -3.659500066572638281e+13 -3.664030272151460156e+13 -3.664030272151460156e+13 -3.663124231035695312e+13 -1.721478119951673216e+04 -3.651345696530757812e+13 -3.651345696530757812e+13 8.600142270836192183e+05
1.163879999999999943e-05 -3.627575078702381250e+13 -3.627575078702381250e+13 -4.835869745124762500e+13 -4.835869745124762500e+13 -3.623089946310316406e+13 -3.627575078702381250e+13 -3.627575078702381250e+13 -3.626678052223968750e+13 -1.704350308984013100e+04 -3.615016708004599219e+13 -3.615016708004599219e+13 8.599792848545926390e+05
1.175580000000000017e-05 -3.591471514146317188e+13 -3.591471514146317188e+13 -4.787740586736596094e+13 -4.786852487944770312e+13 -3.587031020187184375e+13 -3.591471514146317188e+13 -3.591471514146317188e+13 -3.590583415354490625e+13 -1.687387704469549499e+04 -3.579038131060746875e+13 -3.579038131060746875e+13 8.600348700047658058e+05
1.187400000000000016e-05 -3.555720130200545312e+13 -3.555720130200545312e+13 -4.740080915408294531e+13 -4.740080915408294531e+13 -3.551323839238378906e+13 -3.555720130200545312e+13 -3.555720130200545312e+13 -3.554840872008112500e+13 -1.670590565622631766e+04 -3.543410515506478125e+13 -3.543410515506478125e+13 8.600903638383204816e+05
1.199329999999999917e-05 -3.520350597917277344e+13 -3.520350597917277344e+13 -4.692930285205746875e+13 -4.692930285205746875e+13 -3.515998037830831641e+13 -3.520350597917277344e+13 -3.520350597917277344e+13 -3.519480085899988281e+13 -1.653972832848602047e+04 -3.508163429675229688e+13 -3.508163429675229688e+13 8.599788218799402239e+05
1.211380000000000081e-05 -3.485332498968224219e+13 -3.485332498968224219e+13 -4.646248145879746875e+13 -4.646248145879746875e+13 -3.481023235245464453e+13 -3.485332498968224219e+13 -3.485332498968224219e+13 -3.484470646223672656e+13 -1.637520214648015644e+04 -3.473266560544496875e+13 -3.473266560544496875e+13 8.599566685139701003e+05
1.223560000000000022e-05 -3.450637551570930859e+13 -3.450637551570930859e+13 -4.599996795380535938e+13 -4.599996795380535938e+13 -3.446371184667405859e+13 -3.450637551570930859e+13 -3.450637551570930859e+13 -3.449784278190225781e+13 -1.621219423338710840e+04 -3.438691724241060547e+13 -3.438691724241060547e+13 8.600142404125463217e+05
1.235850000000000034e-05 -3.416322436056259375e+13 -3.416322436056259375e+13 -4.554251793466689844e+13 -4.553407005525033594e+13 -3.412098496347980078e+13 -3.416322436056259375e+13 -3.416322436056259375e+13 -3.415477648114603516e+13 -1.605097089145376231e+04 -3.404495404873076953e+13 -3.404495404873076953e+13 8.599941246056540404e+05
1.248269999999999993e-05 -3.382330811923804688e+13 -3.382330811923804688e+13 -4.508938033402876562e+13 -4.508938033402876562e+13 -3.378148899446153906e+13 -3.382330811923804688e+13 -3.382330811923804688e+13 -3.381494429428274219e+13 -1.589126741506495637e+04 -3.370621456986383203e+13 -3.370621456986383203e+13 8.600521201536245644e+05
1.260820000000000068e-05 -3.348663633667079688e+13 -3.348663633667079688e+13 -4.464056787611085156e+13 -4.464056787611085156e+13 -3.343695289996950781e+13 -3.348663633667079688e+13 -3.348663633667079688e+13 -3.347835576388725391e+13 -1.573308828873521270e+04 -3.337070831770112109e+13 -3.337070831770112109e+13 8.600202892993647838e+05
1.273490000000000067e-05 -3.315347652985204297e+13 -3.315347652985204297e+13 -4.419643718408317188e+13 -4.419643718408317188e+13 -3.310428739553475781e+13 -3.315347652985204297e+13 -3.315347652985204297e+13 -3.314527834079916016e+13 -1.557655920046732354e+04 -3.303870188311170312e+13 -3.303870188311170312e+13 8.599900316472455161e+05
1.286290000000000012e-05 -3.282356298035534766e+13 -3.282356298035534766e+13 -4.375663403241732031e+13 -4.375663403241732031e+13 -3.277486333201653906e+13 -3.282356298035534766e+13 -3.282356298035534766e+13 -3.281544637229887500e+13 -1.542155530728150734e+04 -3.270993046756479688e+13 -3.270993046756479688e+13 8.600357896633229684e+05
1.299220000000000073e-05 -3.249689877465038281e+13 -3.249689877465038281e+13 -4.331312670508545312e+13 -4.332116253564298438e+13 -3.244868379130520312e+13 -3.249689877465038281e+13 -3.249689877465038281e+13 -3.248886294409285547e+13 -1.526807805929952519e+04 -3.238439714684496875e+13 -3.238439714684496875e+13 8.599945862668416230e+05
